,user_name,screen_name,location,date,text,essential_worker,oil_market_crisis,supply_shortage,sanitizing_products,shopping
7493,11292,56244,"The North, UK",19-03-2020,realise daft toilet paper stockpile roll share mummy wait empty toilet paper aisle supermarket someone come round corner lurch groan riiiice pastaaa,0.0,0.0,0.49776286310116663,0.5022371368988334,0.0
7494,11293,56245,Woodland Park,19-03-2020,hold daily press conference urge resident hoard food aggressively monitoring supply chain confident ability food grocery item get store shelf,0.25692523451405525,0.0,0.7430747654859449,0.0,0.0
7495,11294,56246,The Big ?,19-03-2020,currency rial continue lose value major currency tuesday reach low dollar point quickly worsen coronavirus epidemic fall oil price pressure sanction,0.0,1.0,0.0,0.0,0.0
7496,11295,56247,"Monterey, CA",19-03-2020,monterey peninsula chamber commerce email notice business action economic recovery grocery store status include special hour vulnerable population open business list local business open county order,0.3819627679939363,0.1883567383344786,0.0,0.0,0.42968049367158523
7497,11296,56248,"Montgomery County, MD",19-03-2020,ocp new page devote issue unique consumer pandemic consumer question answer please drop note pm,0.0,0.7589721584061635,0.0,0.0,0.24102784159383647
7498,11297,56249,New Zealand,19-03-2020,lot place notice slowdown business due ongoing pandemic industry face opposite problem,0.021670420669072616,0.6715212785281546,0.008626594076083498,0.11042348362784091,0.1877582230988484
7499,11298,56250,United Kingdom,19-03-2020,whole situation go compiled list useful apps websites child work home please see host website apps constantly update,0.2681162809401693,0.038607758088237853,0.16536800179011335,0.0033289748684087453,0.5245789843130707
7500,11299,56251,London & South West,19-03-2020,netflix steam take dip quality blame virus interested see much money netflix save wither pas consumer time change cheap standard definition plan,0.049970625432544574,0.5624444297458189,0.0896104056803637,0.05452549697450967,0.24344904216676316
7501,11300,56252,United Kingdom,19-03-2020,report business make serious profit back either hike price way treat staff crisis end amp business judge harshly right thing today well tomorrow,0.07269023541148253,0.6304057128040623,0.02832089423209665,0.06728359641286621,0.20129956113949232
7502,11301,56253,"Colorado, USA",19-03-2020,gop senator keep coronavirus info secret week share wealthy donor sell security high price,0.0337581457552323,0.8420363378392969,0.05352119789541634,0.06473208696715962,0.005952231542894901
7504,11303,56255,"Ipswich, England",19-03-2020,people keep calm carry mug year moron empty shop today saw scrabble bottled water tap house,0.06349013486511647,0.0,0.4346434412914372,0.13586481082909807,0.36600161301434814
7506,11305,56257,"Toledo, Ohio",19-03-2020,saw sweet thing fb last dad year old offering elderly neighbor pick anything run grocery store p tell mom flirt,0.8894477290825591,0.013403286996978498,0.09714898392046241,0.0,0.0
7507,11306,56258,"Live from Vancouver, BC ??",19-03-2020,saudi arabia suffers plummet oil price due time loose revenue islamic holy site tourism,0.0,1.0,0.0,0.0,0.0
7509,11308,56260,London . Najaf,19-03-2020,good act hoard brings loss people inflate price difficult time kind others,0.051947310866340704,0.5858935183872889,0.34836516460815203,0.013794006138218412,0.0
7510,11309,56261,"Manhattan Beach, CA",19-03-2020,senior citizen still need eat supermarket la habra accommodate local senior citizen open door half hour early exclusively shopper older,0.18113616541273211,0.0,0.4650320857388519,0.0,0.35383174884841595
7511,11310,56262,Australia ??,19-03-2020,brand good reputation circle day sanitise oriented company rightly want full info practitioner get,0.14672144495925835,0.2509362595797931,0.21003889085631253,0.05780252003974166,0.3345008845648944
7512,11311,56263,"Maryland, USA",19-03-2020,supermarket shelf empty local farmer market remain open business fresh produce farmer market help feed local also keep business go farmer,0.07839656255791826,0.27779243399026915,0.4060294478262223,0.0,0.2377815556255903
7516,11315,56267,"Arlington, VA",19-03-2020,attempt navigate growing challenge highways load dock seek keep run meet surge demand consumer staple medical equipment learn,0.01975930167365078,0.6014571205928549,0.23299564632949785,0.039236573170775155,0.10655135823322141
7517,11316,56268,"Pretoria, South Africa",19-03-2020,consumer start panic conduct inflate food price interrupt availability food result make food unnecessarily expensive short term dr â,0.0,0.28458999907452975,0.7154100009254702,0.0,0.0
7518,11317,56269,"Washington, DC",19-03-2020,wheat complex soar morning strengthen mill demand bread flour panicked consumer stockpile grocery domestic demand bread likely great influence price short run,0.15357331387439266,0.7029025068817424,0.1435241792438649,0.0,0.0
7519,11318,56270,"New York, NY",19-03-2020,minnesota classify grocery store worker emergency personnel allow access free child care provide state coronavirus outbreak,0.7998210021973875,0.2001789978026125,0.0,0.0,0.0
7521,11320,56272,"North Carolina, USA",19-03-2020,please explain threat catch less packed walmart costco open grocery store compare people sit meal restaurant sanitize plate utensils cup wipe seat sanitizer,0.44117153673304427,0.0,0.10208980843138964,0.4567386548355661,0.0
7522,11321,56273,"Concord, NH",19-03-2020,ftc work hard warn american consumer scam uncertain time different news coronavirus scam see,0.16970879093940916,0.5760560508412578,0.03610975528319768,0.0003782534359962755,0.21774714950013907
7523,11322,56274,England,19-03-2020,answered common question symptom stay home live vulnerable website date information,0.018518438558036986,0.0,0.008097089355216892,0.11759200080619123,0.8557924712805548
7524,11323,56275,UK,19-03-2020,please help get video see many people staff brave woman get food need something need do urgently,0.09211196151611643,0.0,0.7580297815632899,0.0004610774376516953,0.1493971794829419
7528,11327,56279,"Sydney, NSW, Australia",19-03-2020,generally right depend reason cancellation information cancel travel amp consumer right regard find want discuss please call,0.07911791795296619,0.47635244271334165,0.08180646764848887,0.056878912516015415,0.3058442591691878
7529,11328,56280,"London, England",19-03-2020,need encourage school provide hot lunch pick drop use supermarket voucher avoid purchase unhealthy food,0.0,0.020373574460504588,0.6391134036733486,0.19783690746242358,0.14267611440372327
7533,11332,56284,"Naples, Florida",19-03-2020,seed table naples shelf stock grocery store sell panic buying,0.38354995014482957,0.0,0.6164500498551704,0.0,0.0
7534,11333,56285,"Melbourne, Australia",19-03-2020,reserve bank lose control economy supermarket shelve go bare money market dry writes,0.05844331437412069,0.3506987436547222,0.5803362952629793,0.0,0.010521646708177824
7536,11335,56287,"Vancouver, British Columbia",19-03-2020,run operation tomorrow get funding corona virus panic combine record homelessness rv army crisis break system,0.0352182160373956,0.1970526882626004,0.6815399749129067,0.07666101391210546,0.009528106874991777
7538,11337,56289,"Atlanta, GA",19-03-2020,last national crisis profoundly impact american life extent permanently shift behavior oil giant car compact sedan late top prediction major consumer behavioral shift,0.021630109478961768,0.8795645398485114,0.0,0.0,0.09880535067252673
7541,11340,56292,In the Haus of Gaga,19-03-2020,box paracetamol normally cost less supermarket currently bid sell go listing stop,0.10054484259808066,0.11261207964144344,0.6336592361425504,0.07517530512340319,0.07800853649452223
7542,11341,56293,Mississippi Gulf Coast,19-03-2020,affect people pocketbook report government soon send money everyone good news scammer take money ever get government check want know really important thing,0.09809005756232855,0.28656941002160574,0.3574615931953374,0.06899541534813187,0.18888352387259646
7547,11346,56298,"Washington, DC",19-03-2020,hybrid investor many underweighting consumer discretionary overweighting consumer staple healthcare sector,0.030813704096760083,0.8022265069279306,0.0,0.0,0.1669597889753093
7549,11348,56300,USA,19-03-2020,safe go grocery store coronavirus outbreak expert share tip shop make sure food safe eat pandemic,0.34163445268871195,0.08273687592467266,0.1988617442961143,0.10010121853576776,0.27666570855473327
7550,11349,56301,"Bratislava, Slovakia",19-03-2020,retailer base u experienced growth rate spending week compare week huge time saver come fill web form shop,0.0389321253393629,0.24829686227060163,0.06728971170695022,0.003165921309473207,0.642315379373612
7551,11350,56302,Malaysia,19-03-2020,shop mall facebook post clarify case link ongoing outbreak country,0.0,0.253564977834962,0.0,0.0,0.7464350221650379
7561,11360,56312,New Zealand,19-03-2020,advanced economy long crucial pillar consumer spending small business hit hard responsebuy new zealand make introduce virtual guesting kiwi original,0.01153346557278487,0.6000856243579978,0.0,0.07878934821692189,0.3095915618522953
7562,11361,56313,St. Louis,19-03-2020,even great thing time paisley wife kimberly already put free grocery store good use outbreak,0.5323133936507386,0.17806224646024568,0.0,0.184778333671857,0.10484602621715884
7563,11362,56314,"Carlisle, UK",19-03-2020,uk big supermarket become late grocer limit number product customer buy store try cope huge demand story,0.24969203599330228,0.229075751369652,0.37662849067700355,0.0,0.14460372196004223
7564,11363,56315,On Your Timeline,19-03-2020,classified grocery store worker emergency personnel allow access free child care provide state outbreak,0.8676459434806867,0.1323540565193133,0.0,0.0,0.0
7566,11365,56317,New Zealand,19-03-2020,hand sanitiser manufacturer call government temporarily relax dangerous good rule say stop meeting huge demand,0.0,0.24341722536511204,0.1759509459729111,0.5806318286619768,0.0
7567,11366,56318,"Seattle, USA",19-03-2020,physical business fail due set online store dirt cheap costand train ad free,0.16266051356170938,0.15115164087233182,0.0,0.0,0.6861878455659588
7569,11368,56320,"Connecticut, USA",19-03-2020,tire panic porn doomsday bs realistic prediction shortage end april army young worker recover quickly fill position food supply chain,0.0812007229534715,0.03894323150936357,0.8798560455371649,0.0,0.0
7573,11372,56324,Surrey,19-03-2020,today need bread go supermarket get trolley didnt get basket need bread bread,0.15334630391680767,0.0,0.6728805034830397,0.0,0.17377319260015267
7574,11373,56325,London,19-03-2020,fuck stock pile see elder people wander around supermarket zombie try find something eat,0.025109058234315675,0.0,0.8697626834031001,0.024406688954743707,0.08072156940784055
7575,11374,56326,Birmingham ,19-03-2020,local shop racist people want call absolutely brilliant look local price exactly calm reassure,0.010024321005548417,0.31781792313479296,0.27045284019986426,0.0,0.4017049156597942
7579,11378,56330,"Kanpur, India",19-03-2020,image last evening people buy grocery life slow come back normal,0.44071231485297724,0.016193352388566843,0.543094332758456,0.0,0.0
7580,11379,56331,internet / nikita@rre.com ,19-03-2020,consumer activity impact goldman investment research home good education social hotel food service domestic transportation sport live entertainment tour,0.0,0.3581316147441539,0.2960298625190649,0.0,0.3458385227367811
7581,11380,56332,"Raleigh, NC",19-03-2020,tomorrow venture grocery store weirdly anxious find fully stock shelf long line get nothing wasabi pea leave buy way feel well know face,0.49995984832013596,0.0,0.4193081239785791,0.08073202770128489,0.0
7583,11382,56334,"Mumbai, India",19-03-2020,respect sir undrstnd deadly amp r tking precaution stay kindly reduce ever grow coverage medium channel create panic citizen bcz whch ppl r hoard good food prdcts ty,0.0,0.1433153129959418,0.6764904335858392,0.07015459040763602,0.110039663010583
7584,11383,56335,"Vienna, Austria",19-03-2020,real hero film star banker wall street mover doctor nurse grocery store staff teacher,1.0,0.0,0.0,0.0,0.0
7585,11384,56336,"Dallas,Texas ",19-03-2020,crazy grocery store really hope ppl stock lot store get shipment protein,0.8941216577800131,0.0,0.10587834221998693,0.0,0.0
7590,11389,56341,Munich,19-03-2020,decide drink choice period g amp go supermarket tomorrow first thing morning nobody hoard tonic right right,0.22109116828090813,0.11622879540392908,0.42107041526970235,0.04554509957026331,0.1960645214751972
7592,11391,56343,Manchester,19-03-2020,altrincham store last night shelf bare locust descend morning look night shift shelf stacker hero please tell thank,0.555051577040343,0.0,0.44494842295965703,0.0,0.0
7593,11392,56344,"ÃT: 41.230596,-76.976382",19-03-2020,retail store include giant target walmart reduce store hour clean restock shelf many also reserve first hour business senior shopper vulnerable,0.6933586022022694,0.09599772802875359,0.006119063541706996,0.0,0.20452460622726995
7595,11394,56346,"Northville, MI",19-03-2020,anxiety depression association america provide tips manage anxiety practice social distancing,0.223902534887801,0.11753039326566679,0.08267400180233958,0.21023032046893367,0.36566274957525885
7598,11397,56349,"Naples, FL",19-03-2020,even price need wary cgc stock weak revenue growth cash issue coronavirus drag cgc stock,0.0,0.5579617298029166,0.4420382701970834,0.0,0.0
7600,11399,56351,your brain,19-03-2020,domino fall gt world gt resource shut gt stall gt crack cc gt shock l gt gt cc gt l gt spx crash sbc gt sbc cc gt l domino,0.0,0.5584295645490488,0.0,0.24716385910506627,0.19440657634588482
7601,11400,56352,"London, England",19-03-2020,panic buying need stop instead buy much food overflow house buy book improve mind please,0.0,0.0,1.0,0.0,0.0
7602,11401,56353,London and Aberdeen,19-03-2020,dramatic fall year halve gas price global economic impact continue spread drive increasingly fragile outlook offshore oil gas sector,0.0,1.0,0.0,0.0,0.0
7603,11402,56354,"Scotland, United Kingdom",19-03-2020,receive many enquiry visitor ask effect holiday islands put follow message consumer social feed make aware situation make inform decision,0.07628921737553672,0.35576414734141426,0.08152403035454336,0.245618236390413,0.24080436853809264
7604,11403,56355,New York,19-03-2020,opeiu member access hardship benefit include healthcare assistance financial assistance homeowner assistance learn link,0.1291820404945982,0.5170410837592615,0.08508793436565157,0.0,0.26868894138048866
7606,11405,56357,"Bronx, New York",19-03-2020,purell face mask thermometer toilet paper gallon milk least report store country use panic jack price exploit consumer,0.08382850728783754,0.3627585990473669,0.11936792445043087,0.4340449692143647,0.0
7607,11406,56358,Ogun State,19-03-2020,result recent global economic challenge result pandemic crash price crude oil governor announce number measure mitigate,0.0,1.0,0.0,0.0,0.0
7610,11409,56361,"Silicon Valley, CA",19-03-2020,supermarket create job bid provide temporary hospitality worker lose job crisis,0.41985057600278003,0.3140064907488226,0.24422537082249735,0.0,0.021917562425900056
7614,11413,56365,"Seattle, WA",19-03-2020,spent couple hour last night chat ask stock supply grandma say turning house grocery store add hoard immoral heard folk let share,0.5582763946116073,0.11608838797531384,0.32563521741307894,0.0,0.0
7616,11415,56367,"London, England, UK",19-03-2020,stay home essential go self isolate completely symptoms considerate supermarket check neighbour give elderly vulnerable relative call write nice letter local care home,0.13990835512077932,0.0,0.24019607656619008,0.047468261135699026,0.5724273071773317
7619,11418,56370,Georgia,19-03-2020,â product price change rice pasta sunflower oil flour sugar wheat buckwheat bean milk powder product georgian spokesperson price product increase,0.0,1.0,0.0,0.0,0.0
7620,11419,56371,Sydney,19-03-2020,skip grocery line oodee home deliver fresh ingredient ready pan oodee affordable,0.6764420737883038,0.0,0.0,0.00896007060045785,0.3145978556112384
7621,11420,56372,"Opelika, Alabama",19-03-2020,food bank year increase amount food deliver pantry pass needy people economic upheaval cause expect cause demand skyrocket,0.0,0.23780863550935777,0.7621913644906422,0.0,0.0
7626,11425,56377,"Miami, FL",19-03-2020,people work keep stock shelve time story australia show heroic supermarket shelf stacker battle keep australian feed,0.18621389591415027,0.0,0.7075228096577991,0.00010276309391763543,0.10616053133413304
7628,11427,56379,"Nashville, TN",19-03-2020,amp add several grocery store distribution point insure reader continue pick print copy covid emergency,0.6857462145325771,0.29664958231182914,0.0,0.0,0.01760420315559379
7629,11428,56380,All tweets are opinion,19-03-2020,standard home know live corporation realize much rip consumer power producer instead consumer come,0.052257976213234685,0.5071706255324676,0.022518424357294446,0.05738054931600272,0.3606724245810005
7630,11429,56381,"New York, USA",19-03-2020,last effect psychology purchase decision consumer behavior expert begin unpack answer,0.0,0.7592854781436926,0.0,0.0,0.24071452185630748
7631,11430,56382,Primarily over at Gab for now: https://gab.ai/overthemoonbat,19-03-2020,calculate coronavirus mortality rate understanding change inform consumer information hear case fatality rate toss ask question,0.01650990785272248,0.7371428012708181,0.0,0.009643223722591188,0.23670406715386824
7632,11431,56383,"Memphis, TN",19-03-2020,seem smart large stream service slash price half month tagline save life stay binge weirdly perfect time stream service step help communicate,0.07206720007107137,0.5317137552044958,0.0023234395333184264,0.041522707127294264,0.3523728980638202
7635,11434,56386,London,19-03-2020,pe map daily update effect energy industry oil gas price first upward move week market,0.0,1.0,0.0,0.0,0.0
7636,11435,56387,New Delhi,19-03-2020,antibiotic work antibiotic work bacteria effective prevent get fact trust source beware,0.5155336566056936,0.0,0.14898919930873417,0.12458953482270617,0.21088760926286623
7637,11436,56388,MA,19-03-2020,believe grocery store employee make primarily youth amp elderly provide amp protect close contact,0.6057253661860766,0.1708650741884616,0.0,0.1661572246316945,0.05725233499376728
7640,11439,56391,"Orlando, FL",19-03-2020,teen son grocery list try brave crazy grocery store morning empty shelf thing make ya go hmmmmmmm ha,0.8139906900752969,0.0,0.17138669530522985,0.01462261461947319,0.0
7641,11440,56392,"Johns Creek, GA",19-03-2020,economy take huge hit store closing least end march right thing fight,0.47610268927805177,0.44736569931375336,0.0,0.07653161140819492,0.0
7642,11441,56393,Jordan College,19-03-2020,british supermarket chain announce start thursday first hour shop elderly vulnerable elderly also give priority deliver slot online shop corporation respond,0.0,0.0,0.07612531526271131,0.0,0.9238746847372886
7643,11442,56394,"Paoli, Pennsylvania",19-03-2020,concord pet consider essential business open serve pet pet parent community call ahead process order bring car read full statement,0.10210058005419866,0.2636262451963867,0.14504930257439813,0.0,0.48922387217501645
7645,11444,56396,"Chicago, IL",19-03-2020,national average fall low average late head much low rush fill,0.00206276963242229,0.9979372303675778,0.0,0.0,0.0
7647,11446,56398,New York,19-03-2020,medical teacher military first responder truck driver supermarket worker drugstore clerk everyone else help thank,0.798147610245678,0.0,0.1301887008045489,0.03164030796771687,0.040023380982056316
7651,11450,56402,"London, England",19-03-2020,perhaps level understand empathy face international sanction result similar supermarket scene decade,0.0,0.33325363061693875,0.31709726998068355,0.2200430362612911,0.12960606314108655
7654,11453,56405,Plymouth NH/Manchester NH,19-03-2020,take chance trump promise today make drug available treat proven effective approve fda maker stock price jump,0.0191265781355695,0.6508665521647942,0.14206239802342205,0.1879444716762144,0.0
7655,11454,56406,"Toronto, Canada",19-03-2020,first job stock boy grocery store think close thing come true hero,0.8234690640292335,0.013067179292918485,0.16346375667784804,0.0,0.0
7657,11456,56408,"Langtoun, UK",19-03-2020,govt need intervene regulate price prosecute profiteer global pandemic normal law supply demand create artificial shortage recipe disaster,0.0,0.7355386119240214,0.2644613880759787,0.0,0.0
7658,11457,56409,"Langtoun, UK",19-03-2020,right supermarket version get extra jar coffee irn maybe paracetamol temperature control need always order hopefully vegan pizza food,0.008243197007263931,0.0,0.7413506560307453,0.010825460822582894,0.23958068613940778
7659,11458,56410,Norwich,19-03-2020,today house common efra committee hear evidence range expert food supply amp avoidance panic buying pandemic also question rt hon george eustice mp secretary state environment food rural affair,0.0,0.18514364395362948,0.8148563560463705,0.0,0.0
7661,11460,56412,New York,19-03-2020,banker candid investor call opportunity raise drug price case executive joke use attention dodge public pressure opioid,0.00393329546129351,0.7549898947789657,0.0,0.24107680975974066,0.0
7664,11463,56415,Europe,19-03-2020,imagine loo rollit easy trynothing wipe bit withprices go highimagine people buy bidetyou say dreamerbut onei hope day join usand world clean bum,0.16529655777269392,0.028186216852900032,0.6140094554195377,0.18246773300529795,0.0100400369495704
7667,11466,56418,Earth.,19-03-2020,stoke put sign toilet say steal toilet roll ban store whole toilet roll unit smash steal men toilet,0.1749831537206742,0.0,0.29716544991574545,0.5278513963635804,0.0
7668,11467,56419,"Horsham, Pennsylvania",19-03-2020,market react pandemic cio mark heppenstall speak recent extreme fluctuation price,0.0,1.0,0.0,0.0,0.0
7669,11468,56420,Toronto Canada,19-03-2020,ptnyf look food delivery service sector news radr parcelpal increase operation covid,0.0,0.28675883623268866,0.4665288795540645,0.0,0.24671228421324687
7670,11469,56421,"Newton, North Carolina",19-03-2020,fraudsters take advantage outbreak fake website email social post amp text design steal personal information never call email text ask personal info link provide courtesy content guarantee,0.05013616629989995,0.4136694729021423,0.0,0.15502994241620802,0.38116441838174975
7671,11470,56422,"Kensington, MD",19-03-2020,always someone folk gsa receive report company fraudulently claim gsa vendor attempt exploit legitimate concern mislead consumer pay exorbitant price product associate supplier claim,0.021493700901059343,0.910498996210632,0.0,0.06552316972024508,0.0024841331680635842
7672,11471,56423,"Yorkshire and The Humber, England",19-03-2020,new gameshow idea similar format spread location nobody find f king bread,0.1002437269696163,0.2365962939446131,0.10616615583987651,0.19576997569595866,0.3612238475499355
7673,11472,56424,Jakarta - Indonesia,19-03-2020,cyclone ultralow volume use eliminate amp kill also sir provide best offer price,0.0,0.572465004512358,0.0,0.29876192566301507,0.12877306982462694
7675,11474,56426,peterfisk@peterfisk.com,19-03-2020,change consumer behaviour interest analysis seattle virus first hit compare usa general,0.03233706925317962,0.752407437072639,0.0,0.02598296416662822,0.18927252950755308
7677,11476,56428,"London, England",19-03-2020,average price property sale year year march fear soon hit market,0.0,1.0,0.0,0.0,0.0
7679,11478,56430,"Catshill, Bromsgrove",19-03-2020,day self isolate good neighbor family cupboard okay first online shopping morrison come tomorrow,0.01848022666519651,0.0,0.0009465678460111193,0.0,0.9805732054887923
7683,11482,56434,Toronto,19-03-2020,head measurement insight work deep report help marketer understand major shift consumer behaviour due saw report greatly influence decision brand north wait share,0.1077926039767665,0.6429053825344532,0.0,0.0,0.2493020134887804
7684,11483,56435,"London Borough of Croydon, UK",19-03-2020,early day convince supermarket plan work slot vulnerable great everyone else continue empty shelf think ration bring,0.1939176536713023,0.0,0.5470230627336429,0.0,0.25905928359505476
7685,11484,56436,"Vancouver, British Columbia",19-03-2020,country line long shelf empty patience thin authority receive surge report merchant try cash crisis outrageous price phoney cure scam,0.05386101087052839,0.7107507430703625,0.23538824605910913,0.0,0.0
7686,11485,56437,United Kingdom,19-03-2020,bad news thanks panic buying food basic anywhere online shop least week wait first delivery enough food day die die malnutrition instead,0.0,0.0,0.5998542006085548,0.0,0.4001457993914452
7687,11486,56438,"Edmonton, Alberta",19-03-2020,social distance tip dr hinshaw avoid finger snack food peanut shop peak wipe cart amp grocery sanitize hand get transit,0.12572256812186364,0.0,0.15431998484621445,0.47707123271864227,0.24288621431327956
7688,11487,56439,Location: Here,19-03-2020,find can soup put put reason generous le,0.14764772957028138,0.16145340093011182,0.3697816605853948,0.16821893106431912,0.1528982778498929
7690,11489,56441,"Shenandoah Valley, VA",19-03-2020,path circumvent trojan horse proposal lump consumer debt tax proposal rebuild economy,0.0,0.9555629334507989,0.0,0.0,0.044437066549201126
7693,11492,56444,University of Ottawa,19-03-2020,stringent public health measure combat precipitous drop global oil price underscore tight link energy global,0.0,1.0,0.0,0.0,0.0
7695,11494,56446,124 E 4th St Loveland CO 80537,19-03-2020,light current situation offering pm come downtown shopping bite eat pourhouse bar amp grill call order online,0.0,0.05481506413414158,0.0,0.0,0.9451849358658585
7696,11495,56447,Coonoor,19-03-2020,appreciate effort wrt pray unscruplous defective glucometer strip india amp able get complaint dismiss consumer forum mere legal technicality,0.08115387347221135,0.45613850746960044,0.1655693409488406,0.05680976578563993,0.24032851232370755
7697,11496,56448,"New Delhi, India",19-03-2020,great man face loss panic fight teach quarantine praise create la land thanks sir regularly publishing,0.020140151211308025,0.16204912254885856,0.5132509825687909,0.30455974367104255,0.0
7698,11497,56449,"California, USA",19-03-2020,tell wealthy friend cash cool stock vote relief bill need go,0.16575828475445376,0.021703668345967396,0.7771327008741833,0.0010413356759811357,0.03436401034941435
7699,11498,56450,"Redwood City, CA",19-03-2020,industry leader start see ultimate way protect staff guest however qsrs see increase demand deal new operational challenge ensure great guest experience,0.07448575849750934,0.567231752044919,0.16774733228987754,0.0041772590238598134,0.18635789814383422
7700,11499,56451,"Pretoria, South Africa",19-03-2020,social distancing name game right cue online shop list online store deliver shop right door,0.05886570279999349,0.0,0.0,0.0,0.9411342972000064
7702,11501,56453,"Toronto, Ontario",19-03-2020,ask supermarket owner little persia down ukraine impact directly ay stop see usual customer link bio full feature channel stay safe everyone,0.06878401475892487,0.12982300070972214,0.2584603729263152,0.1226397126262719,0.420292898978766
7703,11502,56454,"Mumbai, India",19-03-2020,spread panic state temperature perish right hygiene selfdiscipline nourishment amp healthy food boost immune system define criterion vulnerability stop get suck obsession strong stay safe,0.018755484870021065,0.04828026930876684,0.6188711173125055,0.12311606119236318,0.19097706731634342
7704,11503,56455,London ,19-03-2020,people even know get talk medium disaster sell get sure suspect quicker people fear,0.16043158532831062,0.01387993433141776,0.6340653133489635,0.06897330748294601,0.12264985950836216
7707,11506,56458,Montreal,19-03-2020,rate go senior isolate home want online shopping pay service charge wait week deli,0.08335676348595715,0.0,0.0,0.0,0.9166432365140429
7708,11507,56459,Pretoria,19-03-2020,consumer commission hotline customer report price hike retailer company find wrong side law face penalty,0.0,0.843639377894658,0.0,0.0879547107350653,0.06840591137027675
7709,11508,56460,NYC/SF,19-03-2020,potential create permanent behavior change way people shop consume medium regard brand business,0.0,0.1780728513753031,0.11556158268835866,0.0,0.7063655659363383
7710,11509,56461,York,19-03-2020,brave local supermarket staff worried lone elderly vulnerable customer saw,0.13433589876768853,0.0,0.40115169417864477,0.0,0.4645124070536666
7712,11511,56463,United States,19-03-2020,anyone come outside follower open adopts help sibling lose job hour severely cut due quarantiningi grocery store cashier far hour unaffected help family,0.6161796236403901,0.20300135051356166,0.04514141922938287,0.0018533649640021048,0.13382424165266318
7714,11513,56465,"Doha, Qatar",19-03-2020,pledge ministry term sanitation routine govern article consumer protection law,0.0,0.833619601590276,0.0,0.0,0.16638039840972396
7721,11520,56472,USA,19-03-2020,banker wall street want bailouts simultaneously push firm raise price supply drug,0.0,0.9131429532446073,0.08685704675539277,0.0,0.0
7722,11521,56473,"Dallas, TX",19-03-2020,lay blanket judgment person see world try remember light internet water cell phone wonderful thing much maintain technician trade worker people service get shit do,0.28962579562543495,0.09100211999322758,0.33200984233096403,0.11090486664625249,0.17645737540412088
7724,11523,56475,mumbai,19-03-2020,near grocery store selling hand sanitizer high rate stock please consider cheap whiskey instead,0.2606009240812796,0.02362875672125651,0.012127260529114848,0.7036430586683491,0.0
7726,11525,56477,California,19-03-2020,ifmk wtrh aprn food delivery fire keep ptnyf radar also delivery anything,0.0,0.0,0.5127335972431915,0.0,0.4872664027568085
7727,11526,56478,"Rhode Island, USA",19-03-2020,senior amp high risk maybe curbside pickup grocery shopping get second think grocery store restaurant container bag theory infectious virus,0.6439075210726305,0.022489522924732424,0.0,0.007330000896254358,0.32627295510638255
7728,11527,56479,"Market Harborough, England",19-03-2020,week ago tell wife call announce successful buying bread supermarket believe,0.079510237148814,0.04636994827257952,0.7278644264252672,0.0,0.1462553881533391
7729,11528,56480,Lower Michigan,19-03-2020,day log visit local grocery store regular schedule frequency mofos think twinkie necessary survival food woody character tallahassee movie,0.5853922749535455,0.0,0.41460772504645454,0.0,0.0
7731,11530,56482,"Wellington, New Zealand",19-03-2020,countdown introduce limit item stop panic buying due supermarket chain say get item shelf quickly enough people keep buy current rate,0.003417125210872333,0.04770171105658458,0.948881163732543,0.0,0.0
7732,11531,56483,"New Jersey, USA",19-03-2020,change take due serve area close demos tasting individually package bagel disinfect constantly employee wear glove wash hand open early senior,0.14048852135336476,0.09326764324561655,0.0,0.7272479860921907,0.038995849308828025
7733,11532,56484,Canada,19-03-2020,price increase outbreak aware important role store play provide essential product service customer community never raise price take advantage,0.1955780382936939,0.7833884931865603,0.0,0.0,0.02103346851974587
7736,11535,56487,Ireland,19-03-2020,effort curb spread hear social distancing measure essential retail sector today supermarket chain step gear protective screen instal supervalu store,0.4632144366202682,0.14821118680779272,0.15995431204024627,0.07911120636696753,0.14950885816472545
7739,11538,56490,Global ,19-03-2020,government cut price petrol global crude oil price plummet litre cost naira petroleum minister say action take cushion economic impact,0.0,1.0,0.0,0.0,0.0
7740,11539,56491,"Lincoln, NE",19-03-2020,psa elderly underlie health condition autoimmune disease please stop take grocery store pickup time rely service get high risk get get sick,0.5228510593423956,0.030551266413958136,0.21913318110137273,0.0,0.2274644931422736
7742,11541,56493,"Greeneville, Tennessee",19-03-2020,greene county mayor interview begin news wgrv channel talk old building update census high school plan study,0.12688047684483375,0.6456319095946914,0.10033467124369123,0.01357579183928447,0.11357715047749906
7744,11543,56495,"Atlanta, GA",19-03-2020,live stream sit car grocery store watch pattern go much get wear protective device interaction social medium versus non,0.718642173519963,0.0,0.08787135373004516,0.10521278002272924,0.08827369272726263
7745,11544,56496,"City of London, London",19-03-2020,hey people twitter place find global best practice response example story specific supermarket successfully manage influx positive thing spread,0.09287472448684969,0.18653581251032095,0.3982315820948823,0.090541402405053,0.23181647850289408
7746,11545,56497,London,19-03-2020,queue iceland never think see bouncer supermarket find egg roll lucky chap,0.04485362505636022,0.022532377636683403,0.6208554011091103,0.10766493950840442,0.20409365668944163
7747,11546,56498,"South-West Finland, Finland",19-03-2020,big challenge finland crisis finnish lifestyle challenge everything finland stand stay indoors dependent others service online shop use widely,0.0,0.0,0.0,0.12210097903724448,0.8778990209627555
