Date Time,p (mbar),T (degC),Tpot (K),Tdew (degC)
16.02.2010 20:20:00,976.71,-7.27,267.69,-10.15
16.02.2010 20:30:00,976.72,-7.45,267.51,-10.19
16.02.2010 20:40:00,976.75,-7.55,267.4,-10.24
16.02.2010 20:50:00,976.74,-8.05,266.9,-10.65
16.02.2010 21:00:00,976.7,-8.33,266.62,-10.67
16.02.2010 21:10:00,976.6,-8.4,266.56,-10.6
16.02.2010 21:20:00,976.6,-8.38,266.58,-10.51
16.02.2010 21:30:00,976.61,-8.54,266.42,-10.69
16.02.2010 21:40:00,976.56,-8.78,266.18,-10.91
16.02.2010 21:50:00,976.48,-9.1,265.86,-11.13
16.02.2010 22:00:00,976.49,-9.1,265.86,-10.99
16.02.2010 22:10:00,976.49,-9.37,265.59,-11.3
16.02.2010 22:20:00,976.36,-9.69,265.28,-11.5
16.02.2010 22:30:00,976.32,-9.86,265.11,-11.54
16.02.2010 22:40:00,976.23,-9.87,265.11,-11.42
16.02.2010 22:50:00,976.23,-10.15,264.83,-11.74
16.02.2010 23:00:00,976.14,-10.58,264.4,-12.1
16.02.2010 23:10:00,976.09,-10.62,264.36,-11.98
16.02.2010 23:20:00,976.03,-10.67,264.32,-12.02
16.02.2010 23:30:00,975.99,-10.82,264.17,-12.14
16.02.2010 23:40:00,975.96,-10.79,264.2,-12.04
16.02.2010 23:50:00,975.87,-11.02,263.98,-12.35
17.02.2010 00:00:00,975.8,-11.26,263.74,-12.53
17.02.2010 00:10:00,975.73,-11.15,263.86,-12.38
17.02.2010 00:20:00,975.63,-11.22,263.79,-12.44
17.02.2010 00:30:00,975.61,-10.71,264.31,-11.89
17.02.2010 00:40:00,975.53,-10.86,264.17,-12.23
17.02.2010 00:50:00,975.41,-11.2,263.83,-12.71
17.02.2010 01:00:00,975.29,-11.74,263.3,-13.27
17.02.2010 01:10:00,975.21,-12,263.04,-13.42
17.02.2010 01:20:00,975.08,-12.05,263,-13.37
17.02.2010 01:30:00,974.94,-12.13,262.93,-13.38
17.02.2010 01:40:00,974.81,-12.12,262.95,-13.34
17.02.2010 01:50:00,974.7,-12.22,262.86,-13.47
17.02.2010 02:00:00,974.65,-12.51,262.57,-13.77
17.02.2010 02:10:00,974.63,-12.71,262.37,-13.94
17.02.2010 02:20:00,974.62,-12.86,262.22,-14.06
17.02.2010 02:30:00,974.52,-12.87,262.22,-14.05
17.02.2010 02:40:00,974.4,-12.86,262.24,-14.02
17.02.2010 02:50:00,974.39,-12.87,262.23,-14.03
17.02.2010 03:00:00,974.39,-13.06,262.04,-14.26
17.02.2010 03:10:00,974.39,-13.13,261.97,-14.29
17.02.2010 03:20:00,974.37,-13.09,262.01,-14.28
17.02.2010 03:30:00,974.29,-13.26,261.84,-14.48
17.02.2010 03:40:00,974.16,-13.01,262.11,-14.17
17.02.2010 03:50:00,974.14,-13.21,261.91,-14.49
17.02.2010 04:00:00,974.11,-13.09,262.03,-14.32
17.02.2010 04:10:00,974.03,-13.24,261.88,-14.61
17.02.2010 04:20:00,974.02,-13.53,261.59,-14.89
17.02.2010 04:30:00,974.02,-13.51,261.61,-14.83
17.02.2010 04:40:00,974.02,-13.14,261.99,-14.43
17.02.2010 04:50:00,974.01,-13.21,261.92,-14.62
17.02.2010 05:00:00,973.93,-13.37,261.76,-14.85
17.02.2010 05:10:00,973.9,-13.61,261.52,-15.09
17.02.2010 05:20:00,973.93,-13.66,261.47,-15.11
17.02.2010 05:30:00,973.92,-13.66,261.47,-15.07
17.02.2010 05:40:00,973.8,-13.67,261.47,-15.17
17.02.2010 05:50:00,973.64,-13.8,261.35,-15.27
17.02.2010 06:00:00,973.49,-13.71,261.45,-15.18
17.02.2010 06:10:00,973.4,-13.83,261.34,-15.32
17.02.2010 06:20:00,973.39,-13.8,261.37,-15.25
17.02.2010 06:30:00,973.38,-14.14,261.03,-15.66
17.02.2010 06:40:00,973.36,-14.51,260.66,-16
17.02.2010 06:50:00,973.28,-14.57,260.6,-16.02
17.02.2010 07:00:00,973.28,-14.45,260.72,-15.87
17.02.2010 07:10:00,973.2,-14.3,260.88,-15.67
17.02.2010 07:20:00,973.11,-13.73,261.46,-15.04
17.02.2010 07:30:00,973.07,-13.61,261.58,-15
17.02.2010 07:40:00,973.13,-13.57,261.62,-15.03
17.02.2010 07:50:00,973.07,-13.87,261.32,-15.46
17.02.2010 08:00:00,973.13,-13.62,261.57,-15.1
17.02.2010 08:10:00,973.16,-13.08,262.11,-14.59
17.02.2010 08:20:00,973.04,-12.29,262.92,-13.94
17.02.2010 08:30:00,972.93,-11.26,263.96,-13.26
17.02.2010 08:40:00,972.91,-10.87,264.36,-13.17
17.02.2010 08:50:00,972.92,-10.13,265.1,-12.58
17.02.2010 09:00:00,972.8,-10.11,265.13,-13.08
17.02.2010 09:10:00,972.67,-9.04,266.22,-12.07
17.02.2010 09:20:00,972.59,-7.57,267.71,-11.64
17.02.2010 09:30:00,972.54,-7.36,267.93,-11.99
17.02.2010 09:40:00,972.43,-7.5,267.79,-12.16
17.02.2010 09:50:00,972.41,-7.23,268.07,-11.79
17.02.2010 10:00:00,972.25,-6.29,269.03,-11.18
17.02.2010 10:10:00,972.18,-6.11,269.21,-11.2
17.02.2010 10:20:00,972.18,-6.04,269.29,-10.74
17.02.2010 10:30:00,972.18,-5.37,269.96,-10.15
17.02.2010 10:40:00,972.17,-4.82,270.52,-9.73
17.02.2010 10:50:00,972.23,-4.59,270.75,-9.47
17.02.2010 11:00:00,972.2,-4.36,270.98,-9.08
17.02.2010 11:10:00,972.16,-3.52,271.82,-8.55
17.02.2010 11:20:00,972.01,-3,272.37,-8.31
17.02.2010 11:30:00,971.89,-2.45,272.92,-8.06
17.02.2010 11:40:00,971.7,-1.63,273.77,-7.78
17.02.2010 11:50:00,971.61,-1.1,274.32,-7.66
17.02.2010 12:00:00,971.45,-0.74,274.69,-7.63
17.02.2010 12:10:00,971.32,-0.41,275.03,-7.59
17.02.2010 12:20:00,971.17,-0.24,275.21,-7.58
17.02.2010 12:30:00,970.97,0.14,275.61,-7.48
17.02.2010 12:40:00,970.9,0.25,275.73,-7.5
17.02.2010 12:50:00,970.94,0.38,275.86,-7.43
17.02.2010 13:00:00,970.87,0.74,276.22,-7.4
17.02.2010 13:10:00,970.71,1.04,276.54,-7.3
17.02.2010 13:20:00,970.4,1.3,276.83,-7.25
17.02.2010 13:30:00,970.35,1.55,277.08,-7.13
17.02.2010 13:40:00,970.17,1.71,277.26,-7.1
17.02.2010 13:50:00,970.11,2.03,277.59,-6.86
17.02.2010 14:00:00,969.98,2.68,278.25,-6.65
17.02.2010 14:10:00,969.95,3.1,278.68,-6.56
17.02.2010 14:20:00,969.85,3.3,278.89,-6.71
17.02.2010 14:30:00,969.82,3.35,278.95,-6.56
17.02.2010 14:40:00,969.69,3.44,279.04,-6.56
17.02.2010 14:50:00,969.6,3.75,279.36,-6.36
17.02.2010 15:00:00,969.71,4.36,279.97,-6.13
17.02.2010 15:10:00,969.59,4.84,280.47,-6.11
17.02.2010 15:20:00,969.55,4.64,280.27,-6.29
17.02.2010 15:30:00,969.47,4.28,279.91,-6.29
17.02.2010 15:40:00,969.41,4.09,279.73,-6.34
17.02.2010 15:50:00,969.37,3.87,279.51,-6.34
17.02.2010 16:00:00,969.38,3.27,278.9,-6.37
17.02.2010 16:10:00,969.25,2.88,278.52,-6.3
17.02.2010 16:20:00,969.15,2.65,278.29,-6.25
17.02.2010 16:30:00,969.1,2.57,278.22,-6.15
17.02.2010 16:40:00,969.14,2.53,278.17,-6.1
17.02.2010 16:50:00,969.16,2.19,277.83,-6.05
17.02.2010 17:00:00,969.17,1.93,277.57,-6.03
17.02.2010 17:10:00,969.2,1.65,277.28,-6.03
17.02.2010 17:20:00,969.32,1.34,276.96,-6.01
17.02.2010 17:30:00,969.35,1.08,276.69,-5.99
17.02.2010 17:40:00,969.42,0.86,276.47,-6
17.02.2010 17:50:00,969.42,0.62,276.23,-5.9
17.02.2010 18:00:00,969.47,0.44,276.04,-5.81
17.02.2010 18:10:00,969.48,0.33,275.92,-5.7
17.02.2010 18:20:00,969.51,0.24,275.83,-5.68
17.02.2010 18:30:00,969.67,0.13,275.71,-5.59
17.02.2010 18:40:00,969.63,0,275.58,-5.6
17.02.2010 18:50:00,969.6,-0.14,275.44,-5.57
17.02.2010 19:00:00,969.67,-0.24,275.34,-5.51
17.02.2010 19:10:00,969.8,-0.37,275.19,-5.5
17.02.2010 19:20:00,969.83,-0.47,275.09,-5.49
17.02.2010 19:30:00,969.84,-0.55,275,-5.46
17.02.2010 19:40:00,969.94,-0.61,274.94,-5.41
17.02.2010 19:50:00,969.96,-0.63,274.92,-5.42
17.02.2010 20:00:00,969.86,-0.64,274.92,-5.38
17.02.2010 20:10:00,969.86,-0.7,274.86,-5.35
17.02.2010 20:20:00,969.81,-0.76,274.8,-5.35
17.02.2010 20:30:00,969.87,-0.83,274.72,-5.33
17.02.2010 20:40:00,969.97,-0.95,274.6,-5.29
17.02.2010 20:50:00,969.97,-1.04,274.5,-5.35
17.02.2010 21:00:00,969.95,-1.04,274.5,-5.35
17.02.2010 21:10:00,969.93,-1.07,274.48,-5.34
17.02.2010 21:20:00,969.97,-1.1,274.44,-5.34
17.02.2010 21:30:00,970.01,-1.11,274.43,-5.25
17.02.2010 21:40:00,970.05,-1.17,274.37,-5.25
17.02.2010 21:50:00,969.96,-1.14,274.4,-5.21
17.02.2010 22:00:00,969.84,-1.1,274.45,-5.19
17.02.2010 22:10:00,969.72,-1.14,274.42,-5.09
17.02.2010 22:20:00,969.72,-1.17,274.39,-4.96
17.02.2010 22:30:00,969.68,-1.24,274.32,-4.94
17.02.2010 22:40:00,969.54,-1.31,274.27,-4.85
17.02.2010 22:50:00,969.47,-1.37,274.21,-4.91
17.02.2010 23:00:00,969.42,-1.37,274.21,-4.86
17.02.2010 23:10:00,969.35,-1.43,274.16,-4.83
17.02.2010 23:20:00,969.33,-1.44,274.15,-4.77
17.02.2010 23:30:00,969.35,-1.44,274.15,-4.72
17.02.2010 23:40:00,969.24,-1.44,274.16,-4.7
17.02.2010 23:50:00,969.23,-1.46,274.14,-4.63
18.02.2010 00:00:00,969.27,-1.5,274.1,-4.59
18.02.2010 00:10:00,969.29,-1.56,274.04,-4.62
18.02.2010 00:20:00,969.34,-1.63,273.96,-4.63
18.02.2010 00:30:00,969.35,-1.6,273.99,-4.56
18.02.2010 00:40:00,969.33,-1.52,274.07,-4.53
18.02.2010 00:50:00,969.26,-1.5,274.09,-4.6
18.02.2010 01:00:00,969.16,-1.47,274.14,-4.65
18.02.2010 01:10:00,969.06,-1.5,274.11,-4.66
18.02.2010 01:20:00,969.02,-1.44,274.18,-4.65
18.02.2010 01:30:00,969.06,-1.44,274.18,-4.64
18.02.2010 01:40:00,968.99,-1.39,274.23,-4.64
18.02.2010 01:50:00,968.97,-1.37,274.25,-4.62
18.02.2010 02:00:00,968.91,-1.33,274.3,-4.58
18.02.2010 02:10:00,968.89,-1.16,274.47,-4.55
18.02.2010 02:20:00,968.94,-1.03,274.59,-4.5
18.02.2010 02:30:00,969.17,-0.92,274.69,-4.4
18.02.2010 02:40:00,969.27,-0.78,274.82,-4.34
18.02.2010 02:50:00,969.28,-0.73,274.88,-4.27
18.02.2010 03:00:00,969.17,-0.73,274.88,-4.29
18.02.2010 03:10:00,969.12,-0.85,274.77,-4.3
18.02.2010 03:20:00,969.03,-0.84,274.78,-4.24
18.02.2010 03:30:00,968.9,-0.84,274.8,-4.2
18.02.2010 03:40:00,968.87,-0.84,274.8,-4.17
18.02.2010 03:50:00,968.82,-0.82,274.82,-4.12
18.02.2010 04:00:00,968.8,-0.73,274.91,-4.01
18.02.2010 04:10:00,968.72,-0.7,274.94,-4.01
18.02.2010 04:20:00,968.68,-0.68,274.98,-3.93
18.02.2010 04:30:00,968.57,-0.64,275.02,-3.91
18.02.2010 04:40:00,968.56,-0.63,275.03,-3.85
18.02.2010 04:50:00,968.49,-0.58,275.09,-3.79
18.02.2010 05:00:00,968.44,-0.62,275.05,-3.79
18.02.2010 05:10:00,968.41,-0.57,275.1,-3.71
18.02.2010 05:20:00,968.43,-0.56,275.11,-3.67
18.02.2010 05:30:00,968.41,-0.53,275.14,-3.64
18.02.2010 05:40:00,968.48,-0.45,275.22,-3.54
18.02.2010 05:50:00,968.51,-0.38,275.29,-3.47
18.02.2010 06:00:00,968.51,-0.34,275.33,-3.43
18.02.2010 06:10:00,968.58,-0.26,275.41,-3.34
18.02.2010 06:20:00,968.61,-0.16,275.5,-3.29
18.02.2010 06:30:00,968.71,-0.1,275.55,-3.27
18.02.2010 06:40:00,968.77,-0.02,275.63,-3.19
18.02.2010 06:50:00,968.85,0.03,275.67,-3.16
18.02.2010 07:00:00,968.87,0.03,275.67,-3.11
18.02.2010 07:10:00,968.96,0.06,275.7,-3.06
18.02.2010 07:20:00,969.01,0.19,275.82,-2.94
18.02.2010 07:30:00,969.1,0.23,275.86,-2.9
18.02.2010 07:40:00,969.1,0.3,275.92,-2.83
18.02.2010 07:50:00,969.08,0.46,276.08,-2.74
18.02.2010 08:00:00,969.21,0.61,276.23,-2.7
18.02.2010 08:10:00,969.3,0.74,276.35,-2.6
18.02.2010 08:20:00,969.45,0.87,276.47,-2.53
18.02.2010 08:30:00,969.47,1.01,276.61,-2.45
18.02.2010 08:40:00,969.52,1.29,276.89,-2.22
18.02.2010 08:50:00,969.6,1.57,277.17,-2.07
18.02.2010 09:00:00,969.67,1.68,277.27,-1.9
18.02.2010 09:10:00,969.71,1.77,277.36,-1.72
18.02.2010 09:20:00,969.74,1.84,277.43,-1.74
18.02.2010 09:30:00,969.84,1.98,277.56,-1.7
18.02.2010 09:40:00,969.84,2.29,277.87,-1.59
18.02.2010 09:50:00,969.84,2.58,278.16,-1.51
18.02.2010 10:00:00,969.86,2.95,278.53,-1.36
18.02.2010 10:10:00,969.9,3.25,278.84,-1.33
18.02.2010 10:20:00,969.96,3.36,278.95,-1.28
18.02.2010 10:30:00,970.01,3.51,279.09,-1.12
18.02.2010 10:40:00,970.15,3.65,279.22,-0.97
18.02.2010 10:50:00,970.23,4.03,279.6,-0.44
18.02.2010 11:00:00,970.32,4.48,280.04,-0.13
18.02.2010 11:10:00,970.4,4.43,279.98,-0.16
18.02.2010 11:20:00,970.43,4.22,279.77,-0.32
18.02.2010 11:30:00,970.53,4.12,279.66,-0.33
18.02.2010 11:40:00,970.61,4.23,279.76,-0.22
18.02.2010 11:50:00,970.69,4.39,279.92,-0.14
18.02.2010 12:00:00,970.81,4.5,280.02,-0.05
18.02.2010 12:10:00,970.89,4.67,280.18,-0.04
18.02.2010 12:20:00,970.85,4.78,280.3,-0.03
18.02.2010 12:30:00,970.83,4.88,280.4,0.01
18.02.2010 12:40:00,970.91,4.79,280.31,-0.06
18.02.2010 12:50:00,970.91,4.95,280.47,0.13
18.02.2010 13:00:00,970.84,5.23,280.76,0.4
18.02.2010 13:10:00,970.85,5.58,281.1,1.33
18.02.2010 13:20:00,970.99,5.84,281.36,1.56
18.02.2010 13:30:00,971.07,5.78,281.29,1.56
18.02.2010 13:40:00,971.09,5.73,281.24,1.61
18.02.2010 13:50:00,971.13,5.73,281.23,1.62
18.02.2010 14:00:00,971.16,5.76,281.26,1.65
18.02.2010 14:10:00,971.09,5.79,281.3,1.62
18.02.2010 14:20:00,971.03,5.74,281.26,1.56
18.02.2010 14:30:00,971,5.56,281.08,1.46
18.02.2010 14:40:00,970.97,5.28,280.8,1.37
18.02.2010 14:50:00,970.98,5.25,280.77,1.4
18.02.2010 15:00:00,971.03,5.17,280.68,1.34
18.02.2010 15:10:00,971.12,5.11,280.61,1.26
18.02.2010 15:20:00,971.32,5.08,280.57,1.24
18.02.2010 15:30:00,971.51,4.95,280.41,1.12
18.02.2010 15:40:00,971.45,4.96,280.44,1.17
18.02.2010 15:50:00,971.43,5.17,280.64,1.26
18.02.2010 16:00:00,971.43,5.32,280.8,1.28
18.02.2010 16:10:00,971.44,5.41,280.89,1.33
18.02.2010 16:20:00,971.48,5.37,280.84,1.29
18.02.2010 16:30:00,971.66,5.24,280.7,1.26
18.02.2010 16:40:00,971.8,5.1,280.54,1.21
18.02.2010 16:50:00,971.73,4.87,280.32,1.09
18.02.2010 17:00:00,971.82,4.5,279.94,0.93
18.02.2010 17:10:00,971.96,4.2,279.62,0.81
18.02.2010 17:20:00,971.93,4.03,279.46,0.79
18.02.2010 17:30:00,971.82,3.94,279.37,0.7
18.02.2010 17:40:00,971.81,3.77,279.21,0.57
18.02.2010 17:50:00,971.89,3.7,279.12,0.48
18.02.2010 18:00:00,972.06,3.63,279.05,0.38
18.02.2010 18:10:00,972.24,3.49,278.89,0.3
18.02.2010 18:20:00,972.42,3.11,278.49,0.12
18.02.2010 18:30:00,972.54,2.63,278,0.16
18.02.2010 18:40:00,972.55,2.42,277.78,0.21
18.02.2010 18:50:00,972.61,2.3,277.65,0.21
18.02.2010 19:00:00,972.67,2.11,277.46,0.07
18.02.2010 19:10:00,972.67,1.89,277.24,-0.07
18.02.2010 19:20:00,972.8,1.61,276.94,-0.22
18.02.2010 19:30:00,973,1.38,276.7,-0.32
18.02.2010 19:40:00,973.1,1.4,276.7,-0.16
18.02.2010 19:50:00,973.06,1.25,276.56,-0.27
18.02.2010 20:00:00,973.12,1.28,276.58,-0.19
18.02.2010 20:10:00,973.23,1.07,276.36,-0.41
18.02.2010 20:20:00,973.34,0.94,276.22,-0.48
18.02.2010 20:30:00,973.46,0.74,276.02,-0.69
18.02.2010 20:40:00,973.56,0.63,275.9,-0.66
18.02.2010 20:50:00,973.65,0.75,276.01,-0.47
18.02.2010 21:00:00,973.68,0.7,275.96,-0.65
18.02.2010 21:10:00,973.68,0.36,275.62,-1
18.02.2010 21:20:00,973.86,0.11,275.35,-1.16
18.02.2010 21:30:00,974.09,0,275.22,-1.2
18.02.2010 21:40:00,974.08,-0.07,275.15,-1.24
18.02.2010 21:50:00,974.02,-0.07,275.16,-1.2
18.02.2010 22:00:00,974.02,0.11,275.34,-1.03
18.02.2010 22:10:00,974.09,0.13,275.35,-1.07
18.02.2010 22:20:00,974.09,0.06,275.28,-1.15
18.02.2010 22:30:00,974.12,-0.01,275.21,-1.21
18.02.2010 22:40:00,974.03,-0.03,275.2,-1.16
18.02.2010 22:50:00,974.14,-0.12,275.1,-1.24
18.02.2010 23:00:00,974.26,-0.24,274.96,-1.33
18.02.2010 23:10:00,974.16,-0.33,274.88,-1.38
18.02.2010 23:20:00,974.09,-0.51,274.71,-1.52
18.02.2010 23:30:00,974.13,-0.91,274.3,-1.89
18.02.2010 23:40:00,973.96,-0.85,274.37,-1.69
18.02.2010 23:50:00,973.88,-1.23,274,-2.19
19.02.2010 00:00:00,973.89,-1.72,273.5,-2.54
19.02.2010 00:10:00,973.84,-1.51,273.72,-2.24
19.02.2010 00:20:00,973.72,-1.4,273.84,-2.07
19.02.2010 00:30:00,973.65,-1.19,274.06,-1.79
19.02.2010 00:40:00,973.65,-1.02,274.22,-1.6
19.02.2010 00:50:00,973.66,-1.09,274.16,-1.71
19.02.2010 01:00:00,973.66,-1.31,273.93,-1.93
19.02.2010 01:10:00,973.57,-1.53,273.72,-2.17
19.02.2010 01:20:00,973.46,-1.71,273.55,-2.32
19.02.2010 01:30:00,973.45,-1.76,273.5,-2.35
19.02.2010 01:40:00,973.38,-1.94,273.32,-2.51
19.02.2010 01:50:00,973.3,-1.92,273.35,-2.49
19.02.2010 02:00:00,973.17,-1.94,273.33,-2.48
19.02.2010 02:10:00,973.13,-2.03,273.25,-2.62
19.02.2010 02:20:00,973.04,-2.32,272.96,-2.85
19.02.2010 02:30:00,972.89,-2.07,273.23,-2.54
19.02.2010 02:40:00,972.83,-1.91,273.4,-2.37
19.02.2010 02:50:00,972.69,-1.72,273.6,-2.17
19.02.2010 03:00:00,972.57,-1.81,273.52,-2.32
19.02.2010 03:10:00,972.47,-2.03,273.31,-2.52
19.02.2010 03:20:00,972.5,-2.14,273.2,-2.61
19.02.2010 03:30:00,972.34,-2.05,273.29,-2.5
19.02.2010 03:40:00,972.16,-1.92,273.44,-2.35
19.02.2010 03:50:00,972.08,-1.78,273.58,-2.21
19.02.2010 04:00:00,972.11,-1.69,273.68,-2.11
19.02.2010 04:10:00,971.98,-1.7,273.67,-2.13
19.02.2010 04:20:00,971.85,-1.62,273.76,-2.03
19.02.2010 04:30:00,971.74,-1.56,273.84,-1.94
19.02.2010 04:40:00,971.55,-1.34,274.08,-1.72
19.02.2010 04:50:00,971.39,-1.53,273.9,-1.94
19.02.2010 05:00:00,971.28,-1.63,273.81,-2.05
19.02.2010 05:10:00,971.11,-1.54,273.91,-1.9
19.02.2010 05:20:00,971,-1.45,274.01,-1.83
19.02.2010 05:30:00,971.01,-1.61,273.84,-2.01
19.02.2010 05:40:00,970.84,-1.8,273.67,-2.21
19.02.2010 05:50:00,970.61,-2.09,273.4,-2.49
19.02.2010 06:00:00,970.48,-2.09,273.4,-2.45
19.02.2010 06:10:00,970.31,-1.79,273.72,-2.11
19.02.2010 06:20:00,970.07,-1.53,274,-1.84
19.02.2010 06:30:00,969.89,-1.28,274.27,-1.59
19.02.2010 06:40:00,969.76,-1.13,274.43,-1.46
19.02.2010 06:50:00,969.65,-0.8,274.77,-1.09
19.02.2010 07:00:00,969.5,-0.58,275.01,-0.89
19.02.2010 07:10:00,969.41,-0.61,274.98,-0.96
19.02.2010 07:20:00,969.34,-0.41,275.19,-0.72
19.02.2010 07:30:00,969.24,-0.11,275.5,-0.4
19.02.2010 07:40:00,969.18,0.14,275.75,-0.17
19.02.2010 07:50:00,969.15,0.45,276.08,0.13
19.02.2010 08:00:00,968.94,0.74,276.38,0.41
19.02.2010 08:10:00,968.72,0.81,276.47,0.42
19.02.2010 08:20:00,968.5,0.96,276.64,0.55
19.02.2010 08:30:00,968.46,1.08,276.77,0.65
19.02.2010 08:40:00,968.25,1.19,276.89,0.71
19.02.2010 08:50:00,968.32,1.37,277.07,0.85
19.02.2010 09:00:00,968.25,1.47,277.17,0.84
19.02.2010 09:10:00,968.24,1.43,277.14,0.72
19.02.2010 09:20:00,968.24,1.4,277.1,0.61
19.02.2010 09:30:00,968.18,1.55,277.26,0.71
19.02.2010 09:40:00,968.17,1.59,277.3,0.63
19.02.2010 09:50:00,968.12,1.51,277.23,0.48
19.02.2010 10:00:00,968.08,1.49,277.21,0.37
19.02.2010 10:10:00,968,1.72,277.45,0.55
19.02.2010 10:20:00,967.9,2.08,277.82,0.74
19.02.2010 10:30:00,967.77,2.38,278.14,0.81
19.02.2010 10:40:00,967.69,2.51,278.27,0.73
19.02.2010 10:50:00,967.53,2.81,278.59,0.87
19.02.2010 11:00:00,967.48,3.2,278.98,1.08
19.02.2010 11:10:00,967.51,3.42,279.2,1.03
19.02.2010 11:20:00,967.51,3.43,279.22,0.93
19.02.2010 11:30:00,967.41,3.19,278.99,0.66
19.02.2010 11:40:00,967.27,3.08,278.88,0.8
19.02.2010 11:50:00,967.16,3.28,279.09,0.96
19.02.2010 12:00:00,967.15,3.53,279.34,1.12
19.02.2010 12:10:00,967.05,3.77,279.6,1.21
19.02.2010 12:20:00,966.93,3.9,279.73,1.24
19.02.2010 12:30:00,966.75,3.9,279.75,1.22
19.02.2010 12:40:00,966.47,4.21,280.09,1.43
19.02.2010 12:50:00,966.26,4.58,280.48,1.55
19.02.2010 13:00:00,966.06,4.86,280.78,1.65
19.02.2010 13:10:00,965.99,4.97,280.89,1.59
19.02.2010 13:20:00,965.91,4.9,280.83,1.54
19.02.2010 13:30:00,965.91,4.68,280.61,1.52
19.02.2010 13:40:00,965.74,4.61,280.56,1.68
19.02.2010 13:50:00,965.43,4.57,280.54,1.87
19.02.2010 14:00:00,965.14,4.52,280.51,2.11
19.02.2010 14:10:00,965,4.37,280.38,2.15
19.02.2010 14:20:00,964.82,4.22,280.23,2.24
19.02.2010 14:30:00,964.65,4.44,280.47,2.42
19.02.2010 14:40:00,964.57,4.66,280.7,2.5
19.02.2010 14:50:00,964.48,4.81,280.86,2.53
19.02.2010 15:00:00,964.44,5.29,281.35,2.76
19.02.2010 15:10:00,964.44,5.56,281.62,2.74
19.02.2010 15:20:00,964.44,5.57,281.63,2.74
19.02.2010 15:30:00,964.42,5.72,281.78,2.72
19.02.2010 15:40:00,964.32,5.45,281.52,2.57
19.02.2010 15:50:00,964.27,5.26,281.33,2.63
19.02.2010 16:00:00,964.3,5.4,281.47,2.56
19.02.2010 16:10:00,964.32,5.15,281.21,2.15
19.02.2010 16:20:00,964.41,4.96,281.02,1.93
19.02.2010 16:30:00,964.42,4.78,280.83,1.74
19.02.2010 16:40:00,964.54,4.64,280.69,1.64
19.02.2010 16:50:00,964.57,4.52,280.56,1.56
19.02.2010 17:00:00,964.59,4.36,280.4,1.55
19.02.2010 17:10:00,964.66,4.17,280.2,1.54
19.02.2010 17:20:00,964.68,3.96,279.98,1.48
19.02.2010 17:30:00,964.76,3.75,279.77,1.48
19.02.2010 17:40:00,964.81,3.54,279.55,1.54
19.02.2010 17:50:00,964.88,3.36,279.36,1.63
19.02.2010 18:00:00,964.97,3.22,279.21,1.67
19.02.2010 18:10:00,965.05,3.1,279.08,1.7
19.02.2010 18:20:00,965.15,2.98,278.96,1.71
19.02.2010 18:30:00,965.18,2.86,278.83,1.7
19.02.2010 18:40:00,965.29,2.8,278.76,1.73
19.02.2010 18:50:00,965.37,2.71,278.66,1.7
19.02.2010 19:00:00,965.42,2.65,278.6,1.68
19.02.2010 19:10:00,965.42,2.6,278.55,1.69
19.02.2010 19:20:00,965.42,2.53,278.47,1.66
19.02.2010 19:30:00,965.45,2.51,278.46,1.69
19.02.2010 19:40:00,965.55,2.67,278.61,1.89
19.02.2010 19:50:00,965.6,2.48,278.42,1.66
19.02.2010 20:00:00,965.73,2.24,278.16,1.48
19.02.2010 20:10:00,965.79,2.17,278.08,1.48
19.02.2010 20:20:00,965.82,2.17,278.08,1.54
19.02.2010 20:30:00,965.92,2.23,278.13,1.63
19.02.2010 20:40:00,965.97,2.18,278.08,1.59
19.02.2010 20:50:00,966.1,2.18,278.07,1.62
19.02.2010 21:00:00,966.25,2.06,277.94,1.48
19.02.2010 21:10:00,966.29,1.82,277.69,1.25
19.02.2010 21:20:00,966.39,1.79,277.65,1.25
19.02.2010 21:30:00,966.51,1.85,277.71,1.34
19.02.2010 21:40:00,966.52,1.97,277.82,1.49
19.02.2010 21:50:00,966.55,2,277.85,1.47
19.02.2010 22:00:00,966.65,1.91,277.76,1.39
19.02.2010 22:10:00,966.73,1.88,277.72,1.36
19.02.2010 22:20:00,966.87,1.91,277.74,1.39
19.02.2010 22:30:00,967.03,2.05,277.86,1.51
19.02.2010 22:40:00,967.39,1.94,277.72,1.23
19.02.2010 22:50:00,967.58,1.1,276.86,0.12
19.02.2010 23:00:00,967.79,0.49,276.23,-0.53
19.02.2010 23:10:00,967.87,0.27,275.99,-0.73
19.02.2010 23:20:00,967.92,0.23,275.95,-0.78
19.02.2010 23:30:00,968,0.23,275.94,-0.79
19.02.2010 23:40:00,968.01,0.27,275.99,-0.73
19.02.2010 23:50:00,968.06,0.34,276.05,-0.64
20.02.2010 00:00:00,968.09,0.51,276.22,-0.47
20.02.2010 00:10:00,968.11,0.71,276.42,-0.48
20.02.2010 00:20:00,968.27,0.83,276.52,-0.62
20.02.2010 00:30:00,968.37,0.94,276.63,-0.8
20.02.2010 00:40:00,968.54,1,276.67,-0.93
20.02.2010 00:50:00,968.67,0.94,276.61,-0.94
20.02.2010 01:00:00,968.82,0.96,276.62,-0.99
20.02.2010 01:10:00,968.9,0.99,276.64,-1.06
20.02.2010 01:20:00,969.02,1.01,276.65,-1.13
