,user_name,screen_name,location,date,text,essential_worker,oil_market_crisis,supply_shortage,sanitizing_products,shopping
7746,11545,56497,London,19-03-2020,Queues outside Iceland and one in one out. Never thought I'd see bouncers outside a supermarket. I found some eggs and roll so am a lucky chap! #CoronaVirus #LockdownLondon  #egghunt2020 https://t.co/MjfEgkpeTW,0.0,0.02650543685156763,0.0,0.029343227358934607,0.9441513357894977
7747,11546,56498,"South-West Finland, Finland",19-03-2020,"Biggest challenge for Finland in this #COVID2019 crisis is Finnish lifestyle. It challenges everything that Finland stands for.

Finns don't stay indoors, are not dependent on others for services, and online food/grocery shopping is not used widely. https://t.co/fssQKwwR22",0.0,0.13167412527643738,0.0,0.1870241147321879,0.6813017599913747
7748,11547,56499,India Today Mediaplex,19-03-2020,"So far @narendramodi Govt has been proactive in initiating steps to deal with #CoronaVirus But Govt capacities are limited. It will come down to us as a people. Will we follow advisories on social distancing &amp; self quarantine. If citizens violate, thereÂs little the Govt can do.",0.028782025839545464,0.26989184486236356,0.08041698207175452,0.14012232291691692,0.4807868243094195
7750,11549,56501,"Calgary, Alberta",19-03-2020,"ItÂs relevant from the doctor who might be putting a breathing tube into a critically-ill patient with COVID-19Â
But not to a person at the grocery store walking by another person, or people walking past each other in a park...
12/",0.7228040962042535,0.0,0.0,0.0,0.2771959037957465
7752,11551,56503,New Delhi,19-03-2020,"#India's #gas consumption, which was expected to stay strong on weak #LNG prices, has come under threat amid partial lockdowns in states to prevent the spread of #coronavirus and as low #oil prices make alternate fuels cheaper. https://t.co/077SVn5JxJ",0.0,0.830963756033862,0.0,0.10054568829805124,0.06849055566808691
7755,11554,56506,"Pretoria, South Africa",19-03-2020,"Government bans price increase of masks, sanitisers, toilet paper during Covid-19 outbreak but maybe they should provide pricing as well so we know the proper prices.

https://t.co/kM4itBaWRd",0.0,0.7163736284486764,0.0,0.28362637155132364,0.0
7756,11555,56507,"Bernardsville, NJ",19-03-2020,"MINE HILL TWP. -Â  They accept your taxes and pave your roads. Now, township employees will literally run to the store for those seniors afraid to step out in this COVID-19 era. https://t.co/Cg3TVOYC53",0.9347981263322528,0.0,0.06300630532265179,0.0021955683450954394,0.0
7760,11559,56511,"Kolkata, India",19-03-2020,"Thread (3/n)

I request @PMOIndia to
1) Keep an eye on the increasing prices on masks, sanitizers etc.

2) please do provide masks and sanitizers to underprivileged people

3) Please educate those people that how imp to wear these masks and such precautions.

#coronavirus",0.04766853193559647,0.2674698489716077,0.05255150351611213,0.5050552804310257,0.1272548351456582
7761,11560,56512,Philippines,19-03-2020,"With oil prices plummeting and the #coronavirus pandemic forcing shutdowns, huge losses are seen in Saudi Arabia. https://t.co/jT9KoNSP6x",0.0,1.0,0.0,0.0,0.0
7764,11563,56515,London,19-03-2020,We still donÂt know what the medium- &amp; long-term impacts of #COVID-19 will be on food supply chains. But food prices have been on the increase in general &amp; food security impacts from crises differ by region. https://t.co/jKNl1htVs3,0.0,0.343233631929441,0.6567663680705591,0.0,0.0
7767,11566,56518,"Newcastle, New South Wales",19-03-2020,Just went to pick some grocery my Mom ordered on phone. The grocery store manager was looking in terrible condition ! There was so much crowd on his store that it was looking like people will tear him apart ! Everyone was buying grocery like there will be no tomorrow. #COVID2019,0.7287553614897367,0.0,0.05604219143378385,0.0,0.21520244707647926
7769,11568,56520,United Kingdom,19-03-2020,"@drphiliplee1 Tragic! where's the BLITZ spirit #Brexiteers were going to invoke in crisis! visiting a developing country, no panic, stores &amp; shops still fully stocked despite #Covid_19 cases! famed British 'stiff upper lip' should be now swapped for '",0.1985687587158189,0.11021792864975377,0.3688499994840108,0.0,0.32236331315041655
7771,11570,56522,"England, United Kingdom",19-03-2020,"Latest update on FSM and supermarket voucher proposals:

COVID-19: free school meals guidance for schools - https://t.co/joaiw7oP7V https://t.co/XdqHxDLVhh",0.0,0.2684614929804385,0.0,0.0,0.7315385070195616
7772,11571,56523,"St Petersburg, FL",19-03-2020,"Consumer analyst Matt McClintock published, ""The McClintock Model To Retail/Consumer Investing in COVID-19 World"" with evaluation of his list of companies that includes names such as $NKE, $AZO, $LULU, $TGT, $HD and $TSCO according to measures of resiliency and flexibility.",0.007201285578915827,0.9575100722738326,0.0,0.035288642147251595,0.0
7775,11574,56526,"Washington, DC",19-03-2020,"Early March consumer expectations remained optimistic about #coronavirusÂs impact on US #economy &amp; #housing. As virus spread &amp; severity became pandemic, consumer attitudes shifted, pointing to coming economic downturn - @GeorgeRatiu #ThursdayThoughts https://t.co/NK2ltPIaE0",0.020602546706967848,0.860316115210015,0.0,0.059740941379920434,0.05934039670309654
7778,11577,56529,Nottingham,19-03-2020,"Does the supermarket vulnerable hour include all groups listed on the gov website as higher risk?
Can I go to this hour as a pregnant woman?
My husband is seriously struggling to get any food at all whilst I social distance!
#vulnerablehour #Supermarkets #pregnant #coronavirus",0.0536241455686728,0.0,0.26255539687587987,0.0,0.6838204575554473
7781,11580,56532,"London, England",19-03-2020,Strict rationing is now in force at my local supermarket - the guy in front of me tried to buy four bottles of vodka and had two confiscated #coronavirus,0.02565030040962009,0.0,0.23159451462920716,0.15292782591074466,0.589827359050428
7784,11583,56535,Alabama,19-03-2020,"@terrynpr. Would the cellophane type gloves that restaurant meal preparers where repel COVID-19? Just thinking when I have to go to the grocery store perhaps I might be able to protect myself by wearing those, theyÂre really cheap.",0.5812845883307154,0.0,0.0,0.17680418585716212,0.24191122581212254
7786,11585,56537,"Earth, Solar System, Milky Way",19-03-2020,"@MullacoDewsbury Sorry that your staff are being abused and that is wrong.

Can I just clarify, have you bumped up prices significantly on popular lines since the beginning of the #Coronavirus crisis?",0.1660271396598037,0.832571232133734,0.0,0.0,0.0014016282064622575
7789,11588,56540,Canada,19-03-2020,"Thousands of store locations have closed in Canada since Friday temporarily for two weeks or more. In some parts of Canada, restaurants and bars have been ordered to close amid a Âsocial distancingÂ movement.
https://t.co/hGSNH3wuKk",0.664103656934442,0.15875321012464047,0.05840265839399816,0.0,0.11874047454691943
7793,11592,56544,"New Delhi, India",19-03-2020,Do not Panic and over stock or over buy.  Here is Coronavirus grocery list: The items you need to buy in case of self-quarantine. Best foods to stock up on for coronavirus or Social distancing for 2-3 weeks #COVID19 #Coronavirus #ChineseVirus https://t.co/sVQtETmJrl,0.12260618037094465,0.0,0.7822650055948297,0.02499058408628541,0.07013822994794011
7794,11593,56545,"New York, NY",19-03-2020,"AdobeExpCloud: RT peter_sheldon: Online purchases in the US for toilet paper have spiked by 186%, cold &amp; flu products 198% and hand sanitizers, gloves, masks by 817% according to #AdobeAnalytics data. https://t.co/BGAsfWF5je AdobeExpCloud #COVID19 https://t.co/shGJXft9mj",0.0,0.10219610036706968,0.044167551494339534,0.787702120967426,0.06593422717116493
7795,11594,56546,"Queensbury, NY",19-03-2020,"Effective 3/19/2020 at Noon EST, RR Holdings will be closing our Offices, Warehouse, Retail Store to assess our response to the COVID-19 Outbreak.
We will let you know next week how we will be proceeding.
To https://t.co/DYGObt4Nlt https://t.co/Cx82euSQa3",0.6474802301631312,0.2205740430121744,0.007916095184401038,0.0030123321480696806,0.12101729949222378
7796,11595,56547,NL,19-03-2020,"I basically hoarded toilet paper before it became cool...?

(when you're in the supermarket in Feb &amp; notice the toilet paper being discounted, but forgetting you already had a full pack at home ? I'm settled for the apocalypse! ?)
#Coronavirus #COVID19 #hamsteren #Hoarding https://t.co/LFhVpDtOP2",0.0,0.022226186548530924,0.16319865747274703,0.42780907003188146,0.38676608594684053
7802,11601,56553,"Watersmeet, Michigan",19-03-2020,"To all the First District dispatchers, law enforcement officers, paramedics, EMTÂs, and firefighters continuing to protect our towns throughout these trying times - Thank you! https://t.co/os4akXOIna",0.4204257829710987,0.2830337810704296,0.0,0.06085107876624688,0.2356893571922249
7803,11602,56554,"Las Vegas, NV",19-03-2020,"Check out my website for up-to-date #COVID19 information, resources, and best practices including: 

?Health resources
?Financial assistance 
?School info 
?Small business resources 
?Consumer protection, etc

Follow the link??
https://t.co/TExyhWRHkj https://t.co/JywHNhg56y",0.032428569485500686,0.8412589523273621,0.0,0.011790541188554458,0.11452193699858282
7804,11603,56555,Text RESIST to 50409,19-03-2020,"? Support Erin by signing ÂCovid-19 Panic Mitigation for Food and SuppliesÂ and IÂll deliver a copy to your officials too: https://t.co/eFCAD18vVS

? Last delivered to @realDonaldTrump #SC02 #SCpolitics #SCpol https://t.co/WDG1hrNqXI",0.0019466733728689695,0.0,0.9804100793946158,0.0,0.01764324723251525
7805,11604,56556,"Vancouver, BC",19-03-2020,".@CanadianNatural the latest to cut spending, salaries as more oil producers trim capital plans: https://t.co/1c56az553D 
Â With oil at record low, Canada is first price-war casualty : https://t.co/7WwtTpovHc #abpoli #cdnecon https://t.co/QWf7UIMs9G",0.0,1.0,0.0,0.0,0.0
7806,11605,56557,"Alexandria, VA",19-03-2020,"Q: Have you spoken to RUS and SAU about stopping the trade war?

A: Our consumer is very much helped by this, but our producer industry is really hurt by it. We have a lot of power over the situation, and we're trying to decide what to do with it.  ?

#WHpresser #coronavirus",0.0,0.6044881794966842,0.12422290216382471,0.0161819019284947,0.2551070164109964
7810,11609,56561,Odessa,19-03-2020,"How bad is Covid - 19?
This is Lugansk as prices rise and the city has been stripped of every square of toilet paper, but using my semi-legal mastery of getting around economic blockades/sanctions my drone pilot will get fed - food prices there are spiking because of the panic https://t.co/i4jaYUmQUI",0.0,0.3764488511685311,0.37128186797112905,0.14289253510542044,0.10937674575491932
7811,11610,56562,"Arlington, TX, USA",19-03-2020,".kroger is the biggest supermarket chain in the United States.

It has 453,000 employees and many receive no sick leave.

Even after 2 employees tested positive for COVID-19, kroger still won't provide paid sick leave to everyonehttps://t.co/19uNybttHl

Â Judd Legum (JuddLegÂ",0.4299431301024336,0.08526325155326912,0.06186560447583262,0.0,0.4229280138684646
7814,11613,56565,"London, UK",19-03-2020,supermarket was like Zombie Apocalypse but I got on my knees to the lowest empty shelf + 3 tins of Big Soup were hiding at the back behind a box! Got some shit tomato sauce and gluten free bread too (last loaf of any kind). Was very pleased with myself in the queue #coronavirus https://t.co/PiNaTvs0tE,0.0,0.07365874416199773,0.08729168458870494,0.0,0.8390495712492974
7815,11614,56566,"Las Vegas, NV",19-03-2020,"@ThinkNotThink2 @TheLaurenChen @MsBlaireWhite It's something about the bioweapons laboratory down the street from the live animal grocery store. The two have nothing to do with each other. One makes bioweapons (covid-19) that escaped, the other sells live",0.7416166823398376,0.05716623397850809,0.013202423928002601,0.16561802505288972,0.02239663470076192
7816,11615,56567,"Garfield Ridge, Chicago",19-03-2020,"I've avoided it for 2 weeks, but tomorrow I'm going to have to go to the grocery store to get some fresh stuff. I'm thinking eggs, milk like that. #coronavirus #quarantine",0.4332712197664384,0.0,0.0,0.0,0.5667287802335617
7817,11616,56568,"Washington, D.C.",19-03-2020,"@cohan_ds @arvindpawan1 To be clear, I was talking about the effects of oil prices themselves. I wasn't saying a rise in gas prices, &amp; thus a subsequent coal rebound is out of the cards. There are too many interrelated unknowns right now (the spread o",0.00329403768537108,0.9683885866442624,0.0,0.0,0.02831737567036646
7818,11617,56569,New York City,19-03-2020,"US standing taking a hit b/c of how badly we are handling #coronavirus at home &amp; how little weÂre doing for others. China, despite its being where the virus began &amp; its dropping the ball at first, gaining influence b/c it is meeting the challenge at home &amp; offering help to others",0.05767052588871215,0.4400769203069364,0.0071525337436506315,0.1389389715238807,0.3561610485368201
7820,11619,56571,"Richmond, Virginia",19-03-2020,"COVID-19 Thought of the Day. Seems like grocery store is the one place you'll eventually have to go during the social distancing period. One idea: Bring your own bags (don't use basket), wear gloves, use self scanner (don't touch surface) or ask to scan &amp; bag yourself.",0.3138976280390331,0.0,0.0,0.3888702359095959,0.297232136051371
7821,11620,56572,land of Alligators& Rednecks,19-03-2020,"Front line workers taking the risk during Covid-19 include grocery store workers. This should be acknowledged in all states.

https://t.co/UCQNnl6cLw",1.0,0.0,0.0,0.0,0.0
7824,11623,56575,London,19-03-2020,"I normally do a weekly supermarket shop on Fridays, IÂve left it two weeks as I really donÂt need anything desperately. My new mantra is Âtake a basket not a trolley. #Supermarkets #panicbuyinguk #covid19UK #coronavirus #takeabasketnotatrolley #toiletroll",0.0,0.0,0.06795343778985682,0.0,0.9320465622101431
7826,11625,56577,"Idaho, USA",19-03-2020,"I had a shifting in my spirit yesterday about seeing endless covid_19 posts. We are all processing the current reality of quarantine, cancelled events, empty grocery store aisles, and closed store doors. And that'sÂ https://t.co/BiKFFHmI9A",0.8621958404907064,0.08099037346826375,0.026062077860488336,0.0,0.0307517081805415
7829,11628,56580,Newcastle ,19-03-2020,"Helped numerous old folks and made sure a NHS worker got to the front of the queue at the checkout while at the supermarket.. Dont fill your trolley... fill your soul ??
#coronavirus #dontfillthetrolley #fillyoursoul",0.25894816403060483,0.0,0.0,0.0864223820312839,0.6546294539381112
7830,11629,56581,"Cardiff, UK",19-03-2020,"@photographs_etc @deborahparkin Just as these politics have delayed the necessary responses to climate breakdown, ecological collapse, air and water pollution, obesity and consumer debt, so they appear to have delayed the effective containment of Covid-19",0.0,0.8021442374408244,0.0,0.1978557625591755,0.0
7832,11631,56583,Behind You,19-03-2020,"My daughter works for @sobeys and had this happen tonight. A plea from a father who has a family member on the front line of things because she wants to help. To the shopping public....do better, be better period. #COVID19ON #sobeys https://t.co/im0PNmtrKg",0.2554776518499881,0.10586089329543112,0.04573096944470091,0.02417971127909705,0.5687507741307828
7834,11633,56585,Milton Keynes ,19-03-2020,"To all those shop owners hiking their prices for essentials to make a quick buck - bear in mind, this won't last forever and people won't forget. #coronavirus",0.0,0.4591805817619282,0.0,0.05876729725394649,0.48205212098412525
7835,11634,56586,Republic of the Philippines,19-03-2020,"To all our dear customers, we shall be temporarily closing our mall in support of the local government initiatives against the spread of COVID-19.

Our supermarket, pharmacy and other essential establishments shall remain open to service your needs.

 https://t.co/nC5eLHgkVW",0.17967295105261083,0.16527718166886365,0.15487131363675066,0.0,0.5001785536417749
7836,11635,56587,"Washington, DC",19-03-2020,"ÂThe Lucky Charms were all gone.Â Disappointments of a food shopper trying to stock up. https://t.co/AiEMMHbvWm. 

Fascinating look at consumer buying habits during COVID-19. It will be interesting to see what changes occur long term. Via @WSJ",0.0,0.2758797675817307,0.6733011722334841,0.0,0.05081906018478538
7837,11636,56588,"Lindenhurst, NY",19-03-2020,"@JoeTaxpayerBlog @CNN I like my classic radio stations going all in on COVID-19. I heard ""Dont Stand So Close To Me"" followed by ""Bad Medicine"" going food shopping yesterday.

Made me not want to get out of the car and go into the supermarket. ?",0.0,0.0,0.17494177549813794,0.0,0.8250582245018621
7838,11637,56589,London,19-03-2020,Nice of @marksandspencer to do its bit during #coronavirus time by advising people on ways to store their food after they have panic bought everything in sight so people with limited storage space don't have much to eat https://t.co/Qo2j8ZMgAj,0.13152570251864462,0.0,0.587930636061913,0.0,0.28054366141944237
7839,11638,56590,Richmond,19-03-2020,"If I were rich or even, like, somewhat comfortably surviving, I would give $50 hazard pay to every employee when I go grocery shopping or pick up food from a restaurant.  Tip the people getting breathed on all the time, y'all.   #coronavirus #FrontlineEmployees",0.26053242802812754,0.0,0.2717812778783116,0.0,0.4676862940935609
7840,11639,56591,"Chicagoland, IL",19-03-2020,"House Democrats unveil aggressive #coronavirus consumer relief package that will likely have GOP heads spinning despite their inclination to write blank checks for war, walls, anti-immigrant policy, etc.

Glove dropped...
#COVID19
#pandemic

https://t.co/3cSJbVIFvU",0.0,0.9804448752778474,0.0,0.0,0.01955512472215266
7842,11641,56593,"Chicago, IL",19-03-2020,It went from Cuffing season to Coughing season real quick. Ain't nobody trying to cuddle now. Girls are deleting their Miami pics and posting photos of the grocery store like #TakeMeBack #coronavirus,0.7403447028398039,0.0,0.0,0.0,0.2596552971601961
7845,11644,56596,"Rochester, NY",19-03-2020,We are keeping a close eye on the impact of COVID-19 globally and locally.  We want to update you on the precautions we are taking in the Rochester Optical retail store along with our manufacturing areas.  The health and safety of our patients and staff is our top priority.,0.49125624799277134,0.3349681634548774,0.0,0.054958893010564495,0.11881669554178677
7849,11648,56600,"Reading, England",19-03-2020,"Today I came across the concept of the 'shut-in economy'. Makes sense. As the #coronavirus outbreak continues to develop, businesses need to adapt to new consumer behaviours.

I'm already seeing how local businesses in #rdguk are trying to adapt to this.
(cont...) #mkt",0.01819668616288795,0.5961787888356271,0.047214028714818154,0.07308788239510962,0.2653226138915572
7850,11649,56601,Canada,19-03-2020,@missazeez visit https://t.co/elSuAPFXQY or say Âfree previewÂ into your Ignite TV voice remote to see whatÂs new. You can also keep an eye on https://t.co/bTXzPMqLPb  for any updates on how we are supporting our customers as the situation evolves. ^nt,0.12362176834499632,0.43595204067759785,0.06252677184098306,0.07172659772768544,0.30617282140873725
7851,11650,56602,Canada,19-03-2020,@MelanieMoore6 You're most welcome Melanie! Keep an eye out on https://t.co/z4joiwVLi3 as we will be rotating the available selections you can also check out https://t.co/bTXzPMqLPb for updates on how we are supporting our customers during this difficult ,0.13008943351371055,0.3328776233870691,0.037411439782807455,0.15216044623700767,0.34746105707940517
7853,11652,56604,United Kingdom,19-03-2020,"Had to buy a fridge today for work, shortages in store due to twats panic buying food and then buying extra fridges to store it in. It'll all go off before they eat it anyway #coronavirus #Convid19uk #coronavirusuk",0.28273882508217557,0.0,0.693134897614084,0.0,0.024126277303740565
7854,11653,56605,"Carnforth, Lancashire",19-03-2020,"While we're all on #Covid-19 #Coronavirus alert, lets not forget that the usual seasonal #bugs are still doing the rounds. With supermarket shelves emptying of popular relief #remedies, can we look to #nature to ease symptoms? More on pages 18-19. https://t.co/mLmsqG2hN4 https://t.co/A4jn4zsStq",0.0,0.04442898013589362,0.1405507779688828,0.0,0.8150202418952236
7855,11654,56606,Guildford,19-03-2020,"@SkyUK I've just received an email titled ""Looking after our customers during COVID-19"",Â when I also received a letter today saying you're putting your prices up, so I find this quite insulting!!!",0.08847202681161315,0.6615022526265877,0.0,0.02541561294932858,0.22461010761247066
7856,11655,56607,Edinburgh Scotland,19-03-2020,Wake me up when this shit all blows over ? - no food no summer holidays no pubs no football all thats left is selfish w#@%!?s stock pilling at the stores!!? #coronavirus #fuckoffcoronavirus,0.2737251463137596,0.0,0.7262748536862405,0.0,0.0
7857,11656,56608,Llandaff,19-03-2020,Let us #pray for all supermarket workers who are doing their best in a very very difficult situation - May the Lord give them the strength to carry out their duties. #PrayTogether #coronavirus #CoronavirusOutbreak #BeKind #BeKindToEachOther #BeKindToOneAnother,0.3639574980630716,0.03831697109257978,0.0,0.028447651513149565,0.5692778793311992
7858,11657,56609,"Burlington, VT",19-03-2020,"I wanted to take a minute to send a special thank you to everybody on the front lines battling the COVID-19 pandemic. Thanks to hospital employees, healthcare workers, grocery store employees, emergency services, child care centers for EPÂs and everybody who is doing their part! https://t.co/HcIl21nAzd",0.8867671923833762,0.11323280761662372,0.0,0.0,0.0
7861,11660,56612,"Texas, USA",19-03-2020,Editing a video now... will go up soon. About my experience of being a cashier at a grocery store and all the shopping ÂpanicÂ related to Covid 19 https://t.co/SkCR7FQRcC,0.6442089371565242,0.022960686585719068,0.0,0.0,0.33283037625775663
7865,11664,56616,United Kingdom,19-03-2020,"ÂThe Government must urgently consider offering additional support to those parents who need to pay for childcare in order to keep their incomes."" @rebeccaoco on the struggle families face in some being unable to work during #COVID-19 in @MoneyTelegraph  https://t.co/kMniiJPAt3",0.18967334703198893,0.23788603493492266,0.16181445641023962,0.1023512865800111,0.30827487504283774
7866,11665,56617,UK ,19-03-2020,"Just been to ten supermarket and express stores including @sainsburys, @asda, @Tesco, @AldiUK, @LidlGB and @coopuk trying to buy a bag of flour to make a cobbler for dinner. Nothing, anywhere. Who's panic buying flour? #coronavirus",0.1970584519605295,0.0,0.5259718438628737,0.05302687952281845,0.2239428246537784
7868,11667,56619,Kuala Lumpur Malaysia ,19-03-2020,On March 17 Nordstrom voluntarily closed all of its retail stores for two weeks in order to help stop the spread of COVID 19 It has now launched a large online sale Here are some of our favorite sale pieces that are both home and travel friendly,0.2836875829397159,0.27944729842198895,0.05156105559190344,0.0,0.3853040630463917
7870,11669,56621,"Berlin, Germany",19-03-2020,"#Coronavirus-struck cruise ship 'Costa Luminosa' is expected to dock in Marseille, so 'non-Italian' passengers can disembark.

The cruise ship was barred from docking in the Canary islands since previous passengers tested positive https://t.co/HhdCQxkjLI

#CostaLuminosa https://t.co/zQcgObE87U",0.20110800651398464,0.6369062967928281,0.0,0.0,0.16198569669318724
7874,11673,56625,Glasgow/London,19-03-2020,DonÂt think the idiots who are panic buying actually realise they are currently doing more to hurt food based supply chain than the coronavirus #coronavirus #covid19UK,0.0,0.0,1.0,0.0,0.0
7877,11676,56628,Barnstaple,19-03-2020,If this is the #keyworkers list they should have put it into alphabetical order or at least supermarket staff should be higher up the list seems we feed the nation and are in constant close contact with people who may or may not be infected. #coronavirus #keyworker https://t.co/x7DcaIzH8f,0.08109366458078274,0.12100863965800238,0.0,0.0,0.7978976957612149
7878,11677,56629,"Kendal, England",19-03-2020,"Special announcement to all members of the public! 
We have a great supply chain and with the increasing demand for food in light of the ongoing issues of Covid-19, we have opened ourÂ https://t.co/nxucEnYZc4",0.046260913318156155,0.2254267974293836,0.7283122892524603,0.0,0.0
7879,11678,56630,California,19-03-2020,"On the bright side, we should be getting hilarious viral video of a group of teenagers in full zombie makeup rushing into a crowded grocery store any day now. #coronavirus",0.7070552360515827,0.0,0.0,0.0,0.2929447639484172
7880,11679,56631,Southern East Coast of Africa,19-03-2020,Sooooooo y all will listen to the warnings about the virus except for social distancing no need for a mask unless you re sick no hoarding of food or essentials avoid crowds stay home flatten the curve don t panic shop,0.0036972251423612722,0.0,0.43355905320362914,0.22853467439605182,0.33420904725795775
7881,11680,56632,Tynemouth,19-03-2020,You can literally walk into just about any Supermarket in the country and get a job on the spot. If youÂre laid off or find yourself out of work because of #coronavirusuk get out there. #coronavirus #covid19,0.07963394329288782,0.0,0.0,0.0,0.9203660567071121
7887,11686,56638,Fiji ,19-03-2020,"If you have lost your job due to the COVID-19 crisis and also slow down in the economy. Govt may invoke ""hardship provision"" in Consumer Credit Act to allow for repayments for personal mortgages and hire purchases to be deferred. #FijiNews 

https://t.co/hXfswK4cP9 https://t.co/TxkDVrEKpE",0.027262582099224535,0.9039884428271766,0.06849240489043783,0.0,0.00025657018316106825
7888,11687,56639,Fiji ,19-03-2020,"As some people have now been made redundant from their workplaces due to the slowdown in the economy and effects of COVID-19, @FijiAG says under Consumer Credit Act there is a hardship provision allows for repayments for personal mortgages and hire purchases to be deferred.",0.004399902883487684,0.6368963002229636,0.0714714549811879,0.0683230436732355,0.21890929823912533
7889,11688,56640,"Hyderabad, India",19-03-2020,"There is no scarcity of essential commodities Â milk, food items and medicine. So dont panic and go to stores @narendramodi said to Indian
#COVID2019
#CoronaVirusUpdate 
#CoronaAlert 
#janatacurfew",0.23876440945271618,0.0,0.6944497039158578,0.0,0.0667858866314261
7894,11693,56645,Tokyo,19-03-2020,"Toyota, Nissan, and Honda have all suspended their car manufacturing operations in the United States under the impact of Covid-19 countermeasures and plummeting consumer demand. (MP) #Toyota #Nissan #Honda #Covid19 #Manufacturing #Automakers #Japan",0.0,0.8593259680250044,0.14067403197499564,0.0,0.0
7896,11695,56647,UK,19-03-2020,"'Food chain tackles #panicbuying surge'

#Coronavirus concerns, sparking panic buying have forced #manufacturers, distributors and retailers into special measures to manage the spending surge.

https://t.co/qxF6uYO97N
#Procurement https://t.co/UmLocgTAap",0.018348964383316825,0.2427497567463227,0.7389012788703604,0.0,0.0
7897,11696,56648,"London, England",19-03-2020,"Things to be aware of with coronavirus ?:
? Cough and sneeze into tissues
? Wash your hands for 20s using soap and hot water
?? Phishing attacks &amp; scams

#stayprivate #coronavirus #phishing #scams #COVID19 https://t.co/0kPUFqwvQN https://t.co/avkPX6RtbC",0.0,0.0916376270182045,0.0,0.8963049327515586,0.012057440230236794
7899,11698,56650,Pompton Plains NJ 07444,19-03-2020,"Latest Covid-19 update per Governor Murphy. Our Retail store and humidor will remain OPEN for grab &amp; go. We will also be delivering if needed! *must be 21 to accept delivery*
Unfortunately we have to close our loungeÂ https://t.co/DpPYEFbvWL",0.40112295439020007,0.16202798389455395,0.06597482448133188,0.0,0.3708742372339141
7900,11699,56651,Hazelton BC,19-03-2020,"1,500 workers on site. If we were really into doing some good, the camp could be converted to hospital beds and food service provided could possibly be repurposed to provide meals for elders, health care workers, grocery store employees, etc.
https://t.co/dx0EQRNV5l",0.7189116736540876,0.0,0.2810883263459123,0.0,0.0
7905,11704,56656,India,19-03-2020,"Of the many concerns of #Coronavirus, livelihood deprivation of daily wage earners is a serious one. Starvation can ignite civil unrest &amp; deaths. Providing at least daily nourishment to them is the responsibility of the community. LetÂs stand together &amp; beat the virus. - Sg",0.11626697382053383,0.3702438273162133,0.12091864256507334,0.1791751323218943,0.21339542397628533
7906,11705,56657,"Metro Manila, Philippines",19-03-2020,"UPDATE FOR MUNTINLUPA CITY: Transport services for medical and health workers, law enforcers, gov't employees, supermarket, drugstore, restaurant, bank, and BPO employees

CheckÂ https://t.co/Vt1R3rykTCÂ for updates and more transport services! https://t.co/FsCSTW6196",0.4767934884339631,0.20834199417870858,0.1623585012315783,0.0,0.15250601615575013
7910,11709,56661,"Cairo, Egypt",19-03-2020,Imagine waking up tomorrow and everything is restored covid 19 is no more and we can finally go out and there is food and drinks and every supermarket is full of products and the sun is shining and the birds are singing and we re all happy,0.0,0.04504546739365107,0.4609317591404494,0.0,0.49402277346589957
7911,11710,56662,Alliston,19-03-2020,"Grocery stores are starting to temporarily change their policyÂs in response to COVID-19. Here is what being affected: 
Â If you bring your own reusable bags, YOU are expected to pack them 
Â Cashless interaction
Â Limiting store hours 
Â Hour dedicated to at risk population",0.8667747306990798,0.1332252693009201,0.0,0.0,0.0
7914,11713,56665,"Gloucester, England",19-03-2020,@GlosCC what are you going to be doing to tackle unscrupulous shops charging inflated prices for essentials to take advantage of the COVID-19 situation?,0.0,0.5245040178344528,0.0,0.0,0.47549598216554706
7915,11714,56666,#WIPit #WIPitRealGood ,19-03-2020,"We truckers are being targeted for hijacking. We are a lifeline for supplies. Some can't get a meal due to closures. We're working longer, hours of service regulations are suspended in a crisis. We are trying to get your needed supplies out. We will not fail you. Hold the line!",0.15358976268184485,0.17714063882118247,0.3142624674131825,0.0,0.3550071310837903
7917,11716,56668,"Bentonville, Arkansas",19-03-2020,"@moonbeamwishes Hey, Megan! We will work to keep our Clubs stocked and prices fair. As one would expect, paper products, cleaning supplies and other items are in high demand as Members prepare for the possible impact of COVID-19.",0.05018991460111856,0.46485991441294,0.3437820886966793,0.1411680822892621,0.0
7918,11717,56669,SC,19-03-2020,If I could self-quarantine I would. But people like me who work in grocery stores still have to work. I can't afford not to. Please be nice to us and be patient when the lines get long or if we can't help right away. #coronavirus #Quarantine #COVID19 #Retail,0.5547781160513676,0.0,0.011195001046159236,0.0,0.4340268829024732
7919,11718,56670,Australia,19-03-2020,"Police monitoring supermarket crowds, assaults over toilet paper, strangers screaming at each other for accidentally touching them while walking down the street. We're so much better than this... #CoronaVirus #BeKind",0.002322047193767928,0.0,0.056906301893654455,0.4302709491496375,0.5105007017629402
7923,11722,56674,"San Gabriel Valley, CA",19-03-2020,"County of L.A. Dept. of Consumer Affairs - 
Are #coronavirus fears costing you money? Report possible price gouging to us at (800) 593-8222. We can help you avoid scams and understand your consumer rights if you'reÂ https://t.co/firYvA9dwW",0.0,0.9824677131161415,0.0,0.010577255763307416,0.006955031120551142
